"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.097114
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.054988
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.054988
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.035164
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.140656
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03835
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04484
"ADAMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04484
"KOHLER POWER INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0320848
"KOHLER POWER INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1912646
"KOHLER POWER INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00354
"RANK SILICON AND INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"APOLLO PAINTS PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0493
"R.K. INFRACORP PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015
"SRC CHEMICALS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"KHANNA PAPER MILLS LIMITED","FY 2022-23",Non-PSU,Punjab,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0007932
"HARMONY PLASTICS PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1731667
"DEEP FINANCIAL CONSULTANTS PVT LTD","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0061
"NANDADEEP CHEMICALS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001
"DELTA FINOCHEM PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0124608
"DELTA FINOCHEM PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.09
"FARAKKA-RAIGANJ HIGHWAYS LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0529
"C R I PUMPS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.50418
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0099725
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00875
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00283
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001975
"NEW INDIA ACID (BARODA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0099725
"KIMS AL SHIFA HEALTHCARE PRIVATE LIMITED","FY 2022-23",Non-PSU,Kerala,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003024
"KIMS AL SHIFA HEALTHCARE PRIVATE LIMITED","FY 2022-23",Non-PSU,Kerala,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003725
"EAST INDIA PACKAGING PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"RAM RATNA INFRASTRUCTURE PVT LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0194
"VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0117
"VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.021788
"VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.011
"FRANKLIN TEMPLETON SERVICES (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.170066
"GOLDCREST CORPORATION LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0522402
"FREYR SOFTWARE SERVICES PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
"R.M.CHEMICALS PVT LTD","FY 2022-23",Non-PSU,Chandigarh,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0255
"DURAVIT INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0115
"TIME TECHNOPLAST LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
"TPL PLASTECH LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.049139841
"SUBHAGRUHA INFRASTRUCTURES PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"SUBHA GRUHA PROJECTS (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
"TALERA AUTOMOBILES PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0122176
"URANIUM CORPORATION OF INDIA LIMITED","FY 2022-23",PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.2
"NACL INDUSTRIES LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6916
"INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED","FY 2022-23",PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.057
"KOGTA FINANCIAL (INDIA) LTD","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07645
"KOGTA FINANCIAL (INDIA) LTD","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.072125
"EUPHORIC INNOVATIONS PRIVATE LIMITED","FY 2022-23",Non-PSU,Kerala,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0152099
"S G S INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.077952
"S G S INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06984
"VENUS INDIA ASSET-FINANCE PRIVATE LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0135
"SRINIVASA CYSTINE PRIVATE LTD","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1579174
"ZENOTI INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0333
"MOA ENGINEERING PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001125
"LOGICSERVE DIGITAL PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.137787946
"BRAKE PARTS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.036993
"BRAKE PARTS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0669083
"NETAPP INDIA MARKETING AND SERVICES PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.23
"NETAPP INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3581276
"INDOSPACE AS INDUSTRIAL PARK PRIVATE LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0069927
"INDOSPACE AS INDUSTRIAL PARK PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0004378
"PREMIER FINE LINENS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.071418
"DDP SPECIALITY PRODUCTS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25
"SUN PHARMA DISTRIBUTORS LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0886242
"SUN PHARMA DISTRIBUTORS LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1262207
"INDOSPACE SKCL INDUSTRIAL PARK ORAGADAM PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0431784
"INDOSPACE SKCL INDUSTRIAL PARK ORAGADAM PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.028
"INDOSPACE SKCL INDUSTRIAL PARK ORAGADAM PRIVATE LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.028
"PLASTIC OMNIUM AUTO INERGY INDIA PRIVATE  LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2006
"PLASTIC OMNIUM AUTO INERGY INDIA PRIVATE  LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.085314
"CAREGROUP SIGHT SOLUTION PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.011349
"VICTORA INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.021544781
"TIRUPATI BUILD-CON PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25522
"ADITYA VISION LIMITED","FY 2022-23",Non-PSU,Bihar,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0044
"KIRLOSKAR FERROUS INDUSTRIES LTD","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.024
"KIRLOSKAR FERROUS INDUSTRIES LTD","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.013
"XEBIA IT ARCHITECTS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.32
"XEBIA IT ARCHITECTS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1915128
"SHAPOORJI PALLONJI ARMADA OIL AND GAS SERVICES PRIVATE LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.115406637
"RUNGTA MINES LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.4521085
"TATA BLUESCOPE STEEL PRIVATE LIMITED","FY 2022-23",Non-PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004799899
"MOVATE TECHNOLOGIES PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.020307
"PHARMAZELL (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.206264
"SAFE DECOR PRIVATE LIMITED (TRANSFER FROM BIHAR TO RAJASTHAN)","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00944
"ALIVIRA ANIMAL HEALTH LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.017
"SEQUENT SCIENTIFIC LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001217
"SEQUENT SCIENTIFIC LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001221238
"SEQUENT SCIENTIFIC LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002
"APOLLO TYRES LIMITED.","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0290172
"APOLLO TYRES LIMITED.","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0256013
"TECHINDIA INFOWAY PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0293053
"SOLINO INTERNATIONAL PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0068794
"HYCLONE LIFE SCIENCES SOLUTIONS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3751
"CARL BECHEM LUBRICANTS (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1262916
"METAFORGE ENGINEERING (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.000500046
"PAPER PACKAGING PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"TATA STEEL MINING LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2632
"TATA STEEL MINING LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0078
"MCNROE CONSUMER PRODUCTS PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004
"RAMKY INFRASTRUCTURE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.035
"GIA INDIA LABORATORY PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.11
"MPCG MOBILE PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"LENNOX INDIA TECHNOLOGY CENTRE PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
"KISAN IRRIGATIONS AND INFRASTRUCTURE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"EZESOFTWARE INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.039
"JAI KAHNA RICE AND AGRO MILLS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0057
"INDIAN EXPLOSIVES PRIVATE LIMITED","FY 2022-23",Non-PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.57
"UNITED STATES PHARMACOPEIA - INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004
"UNITED STATES PHARMACOPEIA - INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0152
"RATNAKAR ISPAT INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0584
"RATNAKAR ISPAT INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0051
"SYNGENTA BIOSCIENCES PRIVATE LIMITED","FY 2022-23",Non-PSU,Goa,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.014
"M.VENKATA RAO INFRA PROJECTS PRIVATE LIMITED (PART IX )","FY 2022-23",Non-PSU,Goa,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3117
"TGT FUEL TECHNOLOGIES PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
"KEDIA CARBON PRIVATE LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002926
"JAMPANA CONSTRUCTION PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
"REAN WATERTECH PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4803
"LEE PHARMA LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.189
"CHARAK PHARMA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0301
"MEENAKSHI INFRASTRUCTURES PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2998651
"Narmada Solvex Private Limited","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0064
"Narmada Solvex Private Limited","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0036
"Narmada Solvex Private Limited","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0066
"AVGOL INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0153
"CHALIMEDA FEEDS PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.1057
"VIMALA FEEDS PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.9652
"MAHESHWARI MINING PRIVATE LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1422
"PICO CAPITAL PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.019
"NATIONAL PROJECTS CONSTRUCTION CORPORATION LIMITED","FY 2022-23",PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2459
"SAKET TREXIM PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.048804646
